Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
11;27000;12;24;Женский;Среднее;Мебель;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
11;46500;12;27;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Москва или МО;41000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;6000;12;20;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;19000;Другое;МТС;Клиент банка;Нет дефолта
11;44500;24;21;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
11;87000;24;45;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Санкт-Петербург или ЛО;36000;Другое;МТС;Не клиент банка;Нет дефолта
11;58000;12;31;Мужской;Высшее;Мебель;Дети есть;Другие регионы;31000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;157000;36;24;Женский;Высшее;Мототехника (лодки, мото);Детей нет;Другие регионы;39000;Другое;Билайн;Клиент банка;Нет дефолта
11;10500;12;33;Женский;Среднее специальное;Автомобильные товары;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Дефолт
11;15000;6;54;Мужской;Высшее;Фитнес;Дети есть;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;19000;12;30;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;41000;Другое;МТС;Клиент банка;Нет дефолта
11;12000;4;58;Женский;Среднее;Окна, двери;Детей нет;Другие регионы;12000;Другое;Мегафон;Клиент банка;Нет дефолта
11;26000;12;30;Женский;Среднее;Бытовая техника;Детей нет;Москва или МО;41000;Другое;Мегафон;Не клиент банка;Нет дефолта
